camera,datetime,gender,age,Visits
Cam porte1,03/10/2025 11:00:00,MEN,age_0_9,2
Cam porte1,03/10/2025 11:00:00,MEN,age_10_17,2
Cam porte1,03/10/2025 11:00:00,MEN,age_18_29,35
Cam porte1,03/10/2025 11:00:00,MEN,age_60_100,27
Cam porte1,03/10/2025 11:00:00,WOMEN,age_0_9,3
Cam porte1,03/10/2025 11:00:00,WOMEN,age_10_17,1
Cam porte1,03/10/2025 11:00:00,WOMEN,age_18_29,66
Cam porte1,03/10/2025 11:00:00,WOMEN,age_60_100,11
Cam porte1,03/10/2025 12:00:00,MEN,age_0_9,5
Cam porte1,03/10/2025 12:00:00,MEN,age_10_17,3
Cam porte1,03/10/2025 12:00:00,MEN,age_18_29,16
Cam porte1,03/10/2025 12:00:00,MEN,age_60_100,10
Cam porte1,03/10/2025 12:00:00,WOMEN,age_0_9,4
Cam porte1,03/10/2025 12:00:00,WOMEN,age_18_29,60
Cam porte1,03/10/2025 12:00:00,WOMEN,age_60_100,6
Cam porte1,03/10/2025 13:00:00,MEN,age_0_9,3
Cam porte1,03/10/2025 13:00:00,MEN,age_18_29,25
Cam porte1,03/10/2025 13:00:00,MEN,age_60_100,19
Cam porte1,03/10/2025 13:00:00,WOMEN,age_0_9,2
Cam porte1,03/10/2025 13:00:00,WOMEN,age_18_29,63
Cam porte1,03/10/2025 13:00:00,WOMEN,age_60_100,3
Cam porte1,03/10/2025 14:00:00,MEN,age_0_9,2
Cam porte1,03/10/2025 14:00:00,MEN,age_18_29,14
Cam porte1,03/10/2025 14:00:00,MEN,age_60_100,10
Cam porte1,03/10/2025 14:00:00,WOMEN,age_0_9,1
Cam porte1,03/10/2025 14:00:00,WOMEN,age_10_17,1
Cam porte1,03/10/2025 14:00:00,WOMEN,age_18_29,38
Cam porte1,03/10/2025 14:00:00,WOMEN,age_60_100,2
Cam porte1,03/10/2025 15:00:00,MEN,age_10_17,1
Cam porte1,03/10/2025 15:00:00,MEN,age_18_29,13
Cam porte1,03/10/2025 15:00:00,MEN,age_60_100,14
Cam porte1,03/10/2025 15:00:00,WOMEN,age_0_9,4
Cam porte1,03/10/2025 15:00:00,WOMEN,age_10_17,4
Cam porte1,03/10/2025 15:00:00,WOMEN,age_18_29,61
Cam porte1,03/10/2025 15:00:00,WOMEN,age_60_100,4
Cam porte1,03/10/2025 16:00:00,MEN,age_0_9,5
Cam porte1,03/10/2025 16:00:00,MEN,age_10_17,2
Cam porte1,03/10/2025 16:00:00,MEN,age_18_29,24
Cam porte1,03/10/2025 16:00:00,MEN,age_60_100,16
Cam porte1,03/10/2025 16:00:00,WOMEN,age_0_9,9
Cam porte1,03/10/2025 16:00:00,WOMEN,age_18_29,73
Cam porte1,03/10/2025 16:00:00,WOMEN,age_60_100,4
Cam porte1,03/10/2025 17:00:00,MEN,age_0_9,6
Cam porte1,03/10/2025 17:00:00,MEN,age_10_17,7
Cam porte1,03/10/2025 17:00:00,MEN,age_18_29,32
Cam porte1,03/10/2025 17:00:00,MEN,age_60_100,21
Cam porte1,03/10/2025 17:00:00,WOMEN,age_0_9,14
Cam porte1,03/10/2025 17:00:00,WOMEN,age_10_17,5
Cam porte1,03/10/2025 17:00:00,WOMEN,age_18_29,83
Cam porte1,03/10/2025 17:00:00,WOMEN,age_60_100,5
Cam porte1,03/10/2025 18:00:00,MEN,age_0_9,11
Cam porte1,03/10/2025 18:00:00,MEN,age_10_17,5
Cam porte1,03/10/2025 18:00:00,MEN,age_18_29,44
Cam porte1,03/10/2025 18:00:00,MEN,age_60_100,35
Cam porte1,03/10/2025 18:00:00,WOMEN,age_0_9,9
Cam porte1,03/10/2025 18:00:00,WOMEN,age_10_17,3
Cam porte1,03/10/2025 18:00:00,WOMEN,age_18_29,78
Cam porte1,03/10/2025 18:00:00,WOMEN,age_60_100,9
Cam porte1,03/10/2025 19:00:00,MEN,age_0_9,10
Cam porte1,03/10/2025 19:00:00,MEN,age_10_17,1
Cam porte1,03/10/2025 19:00:00,MEN,age_18_29,34
Cam porte1,03/10/2025 19:00:00,MEN,age_60_100,15
Cam porte1,03/10/2025 19:00:00,WOMEN,age_0_9,7
Cam porte1,03/10/2025 19:00:00,WOMEN,age_10_17,6
Cam porte1,03/10/2025 19:00:00,WOMEN,age_18_29,58
Cam porte1,03/10/2025 19:00:00,WOMEN,age_60_100,3
Cam porte1,03/10/2025 20:00:00,MEN,age_0_9,5
Cam porte1,03/10/2025 20:00:00,MEN,age_10_17,2
Cam porte1,03/10/2025 20:00:00,MEN,age_18_29,29
Cam porte1,03/10/2025 20:00:00,MEN,age_60_100,22
Cam porte1,03/10/2025 20:00:00,WOMEN,age_0_9,6
Cam porte1,03/10/2025 20:00:00,WOMEN,age_10_17,3
Cam porte1,03/10/2025 20:00:00,WOMEN,age_18_29,29
Cam porte1,03/10/2025 20:00:00,WOMEN,age_60_100,2
Cam porte1,03/10/2025 21:00:00,MEN,age_0_9,1
Cam porte1,03/10/2025 21:00:00,MEN,age_18_29,13
Cam porte1,03/10/2025 21:00:00,MEN,age_60_100,5
Cam porte1,03/10/2025 21:00:00,WOMEN,age_0_9,2
Cam porte1,03/10/2025 21:00:00,WOMEN,age_18_29,7
Cam porte1,03/10/2025 22:00:00,MEN,age_18_29,2
Cam porte1,03/10/2025 22:00:00,MEN,age_60_100,1
Cam_porte2,03/10/2025 07:00:00,MEN,age_18_29,2
Cam_porte2,03/10/2025 07:00:00,WOMEN,age_18_29,1
Cam_porte2,03/10/2025 08:00:00,MEN,age_18_29,3
Cam_porte2,03/10/2025 08:00:00,MEN,age_60_100,4
Cam_porte2,03/10/2025 08:00:00,WOMEN,age_18_29,8
Cam_porte2,03/10/2025 08:00:00,WOMEN,age_60_100,1
Cam_porte2,03/10/2025 09:00:00,MEN,age_10_17,1
Cam_porte2,03/10/2025 09:00:00,MEN,age_18_29,12
Cam_porte2,03/10/2025 09:00:00,MEN,age_60_100,6
Cam_porte2,03/10/2025 09:00:00,WOMEN,age_18_29,21
Cam_porte2,03/10/2025 09:00:00,WOMEN,age_60_100,1
Cam_porte2,03/10/2025 10:00:00,MEN,age_18_29,15
Cam_porte2,03/10/2025 10:00:00,MEN,age_60_100,12
Cam_porte2,03/10/2025 10:00:00,WOMEN,age_0_9,1
Cam_porte2,03/10/2025 10:00:00,WOMEN,age_18_29,22
Cam_porte2,03/10/2025 10:00:00,WOMEN,age_60_100,1
Cam_porte2,03/10/2025 11:00:00,MEN,age_0_9,4
Cam_porte2,03/10/2025 11:00:00,MEN,age_18_29,29
Cam_porte2,03/10/2025 11:00:00,MEN,age_60_100,13
Cam_porte2,03/10/2025 11:00:00,WOMEN,age_0_9,1
Cam_porte2,03/10/2025 11:00:00,WOMEN,age_18_29,18
Cam_porte2,03/10/2025 12:00:00,MEN,age_0_9,1
Cam_porte2,03/10/2025 12:00:00,MEN,age_10_17,4
Cam_porte2,03/10/2025 12:00:00,MEN,age_18_29,32
Cam_porte2,03/10/2025 12:00:00,MEN,age_60_100,5
Cam_porte2,03/10/2025 12:00:00,WOMEN,age_18_29,13
Cam_porte2,03/10/2025 13:00:00,MEN,age_0_9,1
Cam_porte2,03/10/2025 13:00:00,MEN,age_18_29,15
Cam_porte2,03/10/2025 13:00:00,MEN,age_60_100,2
Cam_porte2,03/10/2025 13:00:00,WOMEN,age_10_17,1
Cam_porte2,03/10/2025 13:00:00,WOMEN,age_18_29,23
Cam_porte2,03/10/2025 14:00:00,MEN,age_0_9,2
Cam_porte2,03/10/2025 14:00:00,MEN,age_10_17,1
Cam_porte2,03/10/2025 14:00:00,MEN,age_18_29,14
Cam_porte2,03/10/2025 14:00:00,MEN,age_60_100,3
Cam_porte2,03/10/2025 14:00:00,WOMEN,age_0_9,1
Cam_porte2,03/10/2025 14:00:00,WOMEN,age_18_29,20
Cam_porte2,03/10/2025 14:00:00,WOMEN,age_60_100,1
Cam_porte2,03/10/2025 15:00:00,MEN,age_0_9,2
Cam_porte2,03/10/2025 15:00:00,MEN,age_10_17,1
Cam_porte2,03/10/2025 15:00:00,MEN,age_18_29,13
Cam_porte2,03/10/2025 15:00:00,MEN,age_60_100,6
Cam_porte2,03/10/2025 15:00:00,WOMEN,age_10_17,1
Cam_porte2,03/10/2025 15:00:00,WOMEN,age_18_29,11
Cam_porte2,03/10/2025 16:00:00,MEN,age_0_9,5
Cam_porte2,03/10/2025 16:00:00,MEN,age_10_17,2
Cam_porte2,03/10/2025 16:00:00,MEN,age_18_29,24
Cam_porte2,03/10/2025 16:00:00,MEN,age_60_100,7
Cam_porte2,03/10/2025 16:00:00,WOMEN,age_10_17,1
Cam_porte2,03/10/2025 16:00:00,WOMEN,age_18_29,24
Cam_porte2,03/10/2025 17:00:00,MEN,age_0_9,4
Cam_porte2,03/10/2025 17:00:00,MEN,age_10_17,4
Cam_porte2,03/10/2025 17:00:00,MEN,age_18_29,22
Cam_porte2,03/10/2025 17:00:00,MEN,age_60_100,6
Cam_porte2,03/10/2025 17:00:00,WOMEN,age_0_9,3
Cam_porte2,03/10/2025 17:00:00,WOMEN,age_18_29,30
Cam_porte2,03/10/2025 18:00:00,MEN,age_0_9,3
Cam_porte2,03/10/2025 18:00:00,MEN,age_10_17,2
Cam_porte2,03/10/2025 18:00:00,MEN,age_18_29,23
Cam_porte2,03/10/2025 18:00:00,MEN,age_60_100,6
Cam_porte2,03/10/2025 18:00:00,WOMEN,age_0_9,5
Cam_porte2,03/10/2025 18:00:00,WOMEN,age_10_17,1
Cam_porte2,03/10/2025 18:00:00,WOMEN,age_18_29,25
Cam_porte2,03/10/2025 19:00:00,MEN,age_0_9,2
Cam_porte2,03/10/2025 19:00:00,MEN,age_18_29,8
Cam_porte2,03/10/2025 19:00:00,MEN,age_60_100,3
Cam_porte2,03/10/2025 19:00:00,WOMEN,age_18_29,8
Cam_porte2,03/10/2025 20:00:00,MEN,age_0_9,1
Cam_porte2,03/10/2025 20:00:00,MEN,age_18_29,9
Cam_porte2,03/10/2025 20:00:00,MEN,age_60_100,1
Cam_porte2,03/10/2025 20:00:00,WOMEN,age_18_29,8
Cam porte1,04/10/2025 07:00:00,WOMEN,age_18_29,2
Cam porte1,04/10/2025 08:00:00,MEN,age_0_9,4
Cam porte1,04/10/2025 08:00:00,MEN,age_10_17,1
Cam porte1,04/10/2025 08:00:00,MEN,age_18_29,14
Cam porte1,04/10/2025 08:00:00,MEN,age_60_100,18
Cam porte1,04/10/2025 08:00:00,WOMEN,age_0_9,5
Cam porte1,04/10/2025 08:00:00,WOMEN,age_10_17,2
Cam porte1,04/10/2025 08:00:00,WOMEN,age_18_29,47
Cam porte1,04/10/2025 08:00:00,WOMEN,age_60_100,9
Cam porte1,04/10/2025 09:00:00,MEN,age_0_9,5
Cam porte1,04/10/2025 09:00:00,MEN,age_10_17,1
Cam porte1,04/10/2025 09:00:00,MEN,age_18_29,21
Cam porte1,04/10/2025 09:00:00,MEN,age_60_100,26
Cam porte1,04/10/2025 09:00:00,WOMEN,age_0_9,11
Cam porte1,04/10/2025 09:00:00,WOMEN,age_18_29,66
Cam porte1,04/10/2025 09:00:00,WOMEN,age_60_100,10
Cam porte1,04/10/2025 10:00:00,MEN,age_0_9,6
Cam porte1,04/10/2025 10:00:00,MEN,age_18_29,29
Cam porte1,04/10/2025 10:00:00,MEN,age_60_100,38
Cam porte1,04/10/2025 10:00:00,WOMEN,age_0_9,4
Cam porte1,04/10/2025 10:00:00,WOMEN,age_10_17,4
Cam porte1,04/10/2025 10:00:00,WOMEN,age_18_29,94
Cam porte1,04/10/2025 10:00:00,WOMEN,age_60_100,10
Cam porte1,04/10/2025 11:00:00,MEN,age_0_9,7
Cam porte1,04/10/2025 11:00:00,MEN,age_18_29,28
Cam porte1,04/10/2025 11:00:00,MEN,age_60_100,29
Cam porte1,04/10/2025 11:00:00,WOMEN,age_0_9,8
Cam porte1,04/10/2025 11:00:00,WOMEN,age_10_17,2
Cam porte1,04/10/2025 11:00:00,WOMEN,age_18_29,75
Cam porte1,04/10/2025 11:00:00,WOMEN,age_60_100,15
Cam porte1,04/10/2025 12:00:00,MEN,age_0_9,4
Cam porte1,04/10/2025 12:00:00,MEN,age_10_17,2
Cam porte1,04/10/2025 12:00:00,MEN,age_18_29,37
Cam porte1,04/10/2025 12:00:00,MEN,age_60_100,31
Cam porte1,04/10/2025 12:00:00,WOMEN,age_0_9,8
Cam porte1,04/10/2025 12:00:00,WOMEN,age_10_17,2
Cam porte1,04/10/2025 12:00:00,WOMEN,age_18_29,77
Cam porte1,04/10/2025 12:00:00,WOMEN,age_60_100,6
Cam porte1,04/10/2025 13:00:00,MEN,age_0_9,9
Cam porte1,04/10/2025 13:00:00,MEN,age_10_17,4
Cam porte1,04/10/2025 13:00:00,MEN,age_18_29,40
Cam porte1,04/10/2025 13:00:00,MEN,age_60_100,21
Cam porte1,04/10/2025 13:00:00,WOMEN,age_0_9,5
Cam porte1,04/10/2025 13:00:00,WOMEN,age_10_17,2
Cam porte1,04/10/2025 13:00:00,WOMEN,age_18_29,67
Cam porte1,04/10/2025 13:00:00,WOMEN,age_60_100,4
Cam porte1,04/10/2025 14:00:00,MEN,age_0_9,2
Cam porte1,04/10/2025 14:00:00,MEN,age_10_17,2
Cam porte1,04/10/2025 14:00:00,MEN,age_18_29,32
Cam porte1,04/10/2025 14:00:00,MEN,age_60_100,15
Cam porte1,04/10/2025 14:00:00,WOMEN,age_0_9,14
Cam porte1,04/10/2025 14:00:00,WOMEN,age_10_17,1
Cam porte1,04/10/2025 14:00:00,WOMEN,age_18_29,68
Cam porte1,04/10/2025 14:00:00,WOMEN,age_60_100,2
Cam porte1,04/10/2025 15:00:00,MEN,age_0_9,4
Cam porte1,04/10/2025 15:00:00,MEN,age_10_17,1
Cam porte1,04/10/2025 15:00:00,MEN,age_18_29,25
Cam porte1,04/10/2025 15:00:00,MEN,age_60_100,14
Cam porte1,04/10/2025 15:00:00,WOMEN,age_0_9,6
Cam porte1,04/10/2025 15:00:00,WOMEN,age_10_17,4
Cam porte1,04/10/2025 15:00:00,WOMEN,age_18_29,75
Cam porte1,04/10/2025 15:00:00,WOMEN,age_60_100,4
Cam porte1,04/10/2025 16:00:00,MEN,age_0_9,12
Cam porte1,04/10/2025 16:00:00,MEN,age_10_17,1
Cam porte1,04/10/2025 16:00:00,MEN,age_18_29,43
Cam porte1,04/10/2025 16:00:00,MEN,age_60_100,28
Cam porte1,04/10/2025 16:00:00,WOMEN,age_0_9,16
Cam porte1,04/10/2025 16:00:00,WOMEN,age_10_17,7
Cam porte1,04/10/2025 16:00:00,WOMEN,age_18_29,108
Cam porte1,04/10/2025 16:00:00,WOMEN,age_60_100,8
Cam porte1,04/10/2025 17:00:00,MEN,age_0_9,11
Cam porte1,04/10/2025 17:00:00,MEN,age_10_17,1
Cam porte1,04/10/2025 17:00:00,MEN,age_18_29,40
Cam porte1,04/10/2025 17:00:00,MEN,age_60_100,28
Cam porte1,04/10/2025 17:00:00,WOMEN,age_0_9,22
Cam porte1,04/10/2025 17:00:00,WOMEN,age_10_17,5
Cam porte1,04/10/2025 17:00:00,WOMEN,age_18_29,136
Cam porte1,04/10/2025 17:00:00,WOMEN,age_60_100,9
Cam porte1,04/10/2025 18:00:00,MEN,age_0_9,12
Cam porte1,04/10/2025 18:00:00,MEN,age_10_17,6
Cam porte1,04/10/2025 18:00:00,MEN,age_18_29,44
Cam porte1,04/10/2025 18:00:00,MEN,age_60_100,33
Cam porte1,04/10/2025 18:00:00,WOMEN,age_0_9,15
Cam porte1,04/10/2025 18:00:00,WOMEN,age_10_17,8
Cam porte1,04/10/2025 18:00:00,WOMEN,age_18_29,123
Cam porte1,04/10/2025 18:00:00,WOMEN,age_60_100,13
Cam porte1,04/10/2025 19:00:00,MEN,age_0_9,13
Cam porte1,04/10/2025 19:00:00,MEN,age_10_17,1
Cam porte1,04/10/2025 19:00:00,MEN,age_18_29,34
Cam porte1,04/10/2025 19:00:00,MEN,age_60_100,26
Cam porte1,04/10/2025 19:00:00,WOMEN,age_0_9,14
Cam porte1,04/10/2025 19:00:00,WOMEN,age_10_17,8
Cam porte1,04/10/2025 19:00:00,WOMEN,age_18_29,62
Cam porte1,04/10/2025 19:00:00,WOMEN,age_60_100,6
Cam porte1,04/10/2025 20:00:00,MEN,age_0_9,4
Cam porte1,04/10/2025 20:00:00,MEN,age_10_17,3
Cam porte1,04/10/2025 20:00:00,MEN,age_18_29,32
Cam porte1,04/10/2025 20:00:00,MEN,age_60_100,19
Cam porte1,04/10/2025 20:00:00,WOMEN,age_0_9,1
Cam porte1,04/10/2025 20:00:00,WOMEN,age_10_17,4
Cam porte1,04/10/2025 20:00:00,WOMEN,age_18_29,30
Cam porte1,04/10/2025 20:00:00,WOMEN,age_60_100,2
Cam porte1,04/10/2025 21:00:00,MEN,age_18_29,18
Cam porte1,04/10/2025 21:00:00,MEN,age_60_100,9
Cam porte1,04/10/2025 21:00:00,WOMEN,age_0_9,8
Cam porte1,04/10/2025 21:00:00,WOMEN,age_10_17,1
Cam porte1,04/10/2025 21:00:00,WOMEN,age_18_29,17
Cam porte1,04/10/2025 21:00:00,WOMEN,age_60_100,1
Cam porte1,04/10/2025 22:00:00,MEN,age_18_29,2
Cam porte1,04/10/2025 22:00:00,WOMEN,age_18_29,1
Cam_porte2,04/10/2025 07:00:00,MEN,age_18_29,2
Cam_porte2,04/10/2025 07:00:00,WOMEN,age_18_29,1
Cam_porte2,04/10/2025 08:00:00,MEN,age_18_29,8
Cam_porte2,04/10/2025 08:00:00,MEN,age_60_100,5
Cam_porte2,04/10/2025 08:00:00,WOMEN,age_18_29,21
Cam_porte2,04/10/2025 09:00:00,MEN,age_10_17,1
Cam_porte2,04/10/2025 09:00:00,MEN,age_18_29,17
Cam_porte2,04/10/2025 09:00:00,MEN,age_60_100,9
Cam_porte2,04/10/2025 09:00:00,WOMEN,age_0_9,1
Cam_porte2,04/10/2025 09:00:00,WOMEN,age_18_29,25
Cam_porte2,04/10/2025 09:00:00,WOMEN,age_60_100,1
Cam_porte2,04/10/2025 10:00:00,MEN,age_0_9,1
Cam_porte2,04/10/2025 10:00:00,MEN,age_18_29,15
Cam_porte2,04/10/2025 10:00:00,MEN,age_60_100,9
Cam_porte2,04/10/2025 10:00:00,WOMEN,age_0_9,2
Cam_porte2,04/10/2025 10:00:00,WOMEN,age_10_17,1
Cam_porte2,04/10/2025 10:00:00,WOMEN,age_18_29,23
Cam_porte2,04/10/2025 10:00:00,WOMEN,age_60_100,1
Cam_porte2,04/10/2025 11:00:00,MEN,age_0_9,3
Cam_porte2,04/10/2025 11:00:00,MEN,age_10_17,1
Cam_porte2,04/10/2025 11:00:00,MEN,age_18_29,26
Cam_porte2,04/10/2025 11:00:00,MEN,age_60_100,7
Cam_porte2,04/10/2025 11:00:00,WOMEN,age_0_9,1
Cam_porte2,04/10/2025 11:00:00,WOMEN,age_18_29,26
Cam_porte2,04/10/2025 12:00:00,MEN,age_0_9,2
Cam_porte2,04/10/2025 12:00:00,MEN,age_18_29,11
Cam_porte2,04/10/2025 12:00:00,MEN,age_60_100,6
Cam_porte2,04/10/2025 12:00:00,WOMEN,age_0_9,2
Cam_porte2,04/10/2025 12:00:00,WOMEN,age_10_17,1
Cam_porte2,04/10/2025 12:00:00,WOMEN,age_18_29,19
Cam_porte2,04/10/2025 12:00:00,WOMEN,age_60_100,2
Cam_porte2,04/10/2025 13:00:00,MEN,age_0_9,6
Cam_porte2,04/10/2025 13:00:00,MEN,age_10_17,4
Cam_porte2,04/10/2025 13:00:00,MEN,age_18_29,14
Cam_porte2,04/10/2025 13:00:00,MEN,age_60_100,4
Cam_porte2,04/10/2025 13:00:00,WOMEN,age_0_9,2
Cam_porte2,04/10/2025 13:00:00,WOMEN,age_10_17,1
Cam_porte2,04/10/2025 13:00:00,WOMEN,age_18_29,33
Cam_porte2,04/10/2025 14:00:00,MEN,age_10_17,2
Cam_porte2,04/10/2025 14:00:00,MEN,age_18_29,14
Cam_porte2,04/10/2025 14:00:00,MEN,age_60_100,9
Cam_porte2,04/10/2025 14:00:00,WOMEN,age_0_9,2
Cam_porte2,04/10/2025 14:00:00,WOMEN,age_18_29,19
Cam_porte2,04/10/2025 14:00:00,WOMEN,age_60_100,1
Cam_porte2,04/10/2025 15:00:00,MEN,age_0_9,1
Cam_porte2,04/10/2025 15:00:00,MEN,age_18_29,15
Cam_porte2,04/10/2025 15:00:00,MEN,age_60_100,6
Cam_porte2,04/10/2025 15:00:00,WOMEN,age_18_29,27
Cam_porte2,04/10/2025 16:00:00,MEN,age_0_9,3
Cam_porte2,04/10/2025 16:00:00,MEN,age_10_17,1
Cam_porte2,04/10/2025 16:00:00,MEN,age_18_29,17
Cam_porte2,04/10/2025 16:00:00,MEN,age_60_100,8
Cam_porte2,04/10/2025 16:00:00,WOMEN,age_0_9,3
Cam_porte2,04/10/2025 16:00:00,WOMEN,age_10_17,2
Cam_porte2,04/10/2025 16:00:00,WOMEN,age_18_29,22
Cam_porte2,04/10/2025 17:00:00,MEN,age_0_9,1
Cam_porte2,04/10/2025 17:00:00,MEN,age_10_17,1
Cam_porte2,04/10/2025 17:00:00,MEN,age_18_29,14
Cam_porte2,04/10/2025 17:00:00,MEN,age_60_100,12
Cam_porte2,04/10/2025 17:00:00,WOMEN,age_0_9,1
Cam_porte2,04/10/2025 17:00:00,WOMEN,age_18_29,20
Cam_porte2,04/10/2025 17:00:00,WOMEN,age_60_100,1
Cam_porte2,04/10/2025 18:00:00,MEN,age_0_9,2
Cam_porte2,04/10/2025 18:00:00,MEN,age_18_29,14
Cam_porte2,04/10/2025 18:00:00,MEN,age_60_100,5
Cam_porte2,04/10/2025 18:00:00,WOMEN,age_0_9,2
Cam_porte2,04/10/2025 18:00:00,WOMEN,age_18_29,22
Cam_porte2,04/10/2025 18:00:00,WOMEN,age_60_100,1
Cam_porte2,04/10/2025 19:00:00,MEN,age_0_9,3
Cam_porte2,04/10/2025 19:00:00,MEN,age_18_29,18
Cam_porte2,04/10/2025 19:00:00,MEN,age_60_100,6
Cam_porte2,04/10/2025 19:00:00,WOMEN,age_0_9,2
Cam_porte2,04/10/2025 19:00:00,WOMEN,age_10_17,1
Cam_porte2,04/10/2025 19:00:00,WOMEN,age_18_29,27
Cam_porte2,04/10/2025 20:00:00,MEN,age_0_9,1
Cam_porte2,04/10/2025 20:00:00,MEN,age_18_29,10
Cam_porte2,04/10/2025 20:00:00,MEN,age_60_100,4
Cam_porte2,04/10/2025 20:00:00,WOMEN,age_0_9,1
Cam_porte2,04/10/2025 20:00:00,WOMEN,age_18_29,7
Cam_porte2,04/10/2025 21:00:00,MEN,age_18_29,1
Cam_porte2,04/10/2025 22:00:00,WOMEN,age_18_29,1
Cam porte1,05/10/2025 08:00:00,MEN,age_0_9,3
Cam porte1,05/10/2025 08:00:00,MEN,age_10_17,5
Cam porte1,05/10/2025 08:00:00,MEN,age_18_29,19
Cam porte1,05/10/2025 08:00:00,MEN,age_60_100,23
Cam porte1,05/10/2025 08:00:00,WOMEN,age_0_9,3
Cam porte1,05/10/2025 08:00:00,WOMEN,age_10_17,2
Cam porte1,05/10/2025 08:00:00,WOMEN,age_18_29,31
Cam porte1,05/10/2025 08:00:00,WOMEN,age_60_100,4
Cam porte1,05/10/2025 09:00:00,MEN,age_0_9,4
Cam porte1,05/10/2025 09:00:00,MEN,age_10_17,3
Cam porte1,05/10/2025 09:00:00,MEN,age_18_29,40
Cam porte1,05/10/2025 09:00:00,MEN,age_60_100,63
Cam porte1,05/10/2025 09:00:00,WOMEN,age_0_9,3
Cam porte1,05/10/2025 09:00:00,WOMEN,age_18_29,64
Cam porte1,05/10/2025 09:00:00,WOMEN,age_60_100,10
Cam porte1,05/10/2025 10:00:00,MEN,age_0_9,13
Cam porte1,05/10/2025 10:00:00,MEN,age_10_17,4
Cam porte1,05/10/2025 10:00:00,MEN,age_18_29,49
Cam porte1,05/10/2025 10:00:00,MEN,age_60_100,54
Cam porte1,05/10/2025 10:00:00,WOMEN,age_0_9,9
Cam porte1,05/10/2025 10:00:00,WOMEN,age_10_17,2
Cam porte1,05/10/2025 10:00:00,WOMEN,age_18_29,78
Cam porte1,05/10/2025 10:00:00,WOMEN,age_60_100,10
Cam porte1,05/10/2025 11:00:00,MEN,age_0_9,14
Cam porte1,05/10/2025 11:00:00,MEN,age_10_17,4
Cam porte1,05/10/2025 11:00:00,MEN,age_18_29,48
Cam porte1,05/10/2025 11:00:00,MEN,age_60_100,51
Cam porte1,05/10/2025 11:00:00,WOMEN,age_0_9,9
Cam porte1,05/10/2025 11:00:00,WOMEN,age_10_17,6
Cam porte1,05/10/2025 11:00:00,WOMEN,age_18_29,82
Cam porte1,05/10/2025 11:00:00,WOMEN,age_60_100,11
Cam porte1,05/10/2025 12:00:00,MEN,age_0_9,8
Cam porte1,05/10/2025 12:00:00,MEN,age_10_17,4
Cam porte1,05/10/2025 12:00:00,MEN,age_18_29,41
Cam porte1,05/10/2025 12:00:00,MEN,age_60_100,35
Cam porte1,05/10/2025 12:00:00,WOMEN,age_0_9,12
Cam porte1,05/10/2025 12:00:00,WOMEN,age_10_17,1
Cam porte1,05/10/2025 12:00:00,WOMEN,age_18_29,53
Cam porte1,05/10/2025 12:00:00,WOMEN,age_60_100,4
Cam porte1,05/10/2025 13:00:00,MEN,age_0_9,11
Cam porte1,05/10/2025 13:00:00,MEN,age_10_17,5
Cam porte1,05/10/2025 13:00:00,MEN,age_18_29,47
Cam porte1,05/10/2025 13:00:00,MEN,age_60_100,27
Cam porte1,05/10/2025 13:00:00,WOMEN,age_0_9,6
Cam porte1,05/10/2025 13:00:00,WOMEN,age_10_17,6
Cam porte1,05/10/2025 13:00:00,WOMEN,age_18_29,53
Cam porte1,05/10/2025 13:00:00,WOMEN,age_60_100,6
Cam porte1,05/10/2025 14:00:00,MEN,age_0_9,2
Cam porte1,05/10/2025 14:00:00,MEN,age_10_17,1
Cam porte1,05/10/2025 14:00:00,MEN,age_18_29,28
Cam porte1,05/10/2025 14:00:00,MEN,age_60_100,10
Cam porte1,05/10/2025 14:00:00,WOMEN,age_0_9,6
Cam porte1,05/10/2025 14:00:00,WOMEN,age_18_29,37
Cam porte1,05/10/2025 14:00:00,WOMEN,age_60_100,2
Cam porte1,05/10/2025 15:00:00,MEN,age_0_9,5
Cam porte1,05/10/2025 15:00:00,MEN,age_10_17,1
Cam porte1,05/10/2025 15:00:00,MEN,age_18_29,30
Cam porte1,05/10/2025 15:00:00,MEN,age_60_100,10
Cam porte1,05/10/2025 15:00:00,WOMEN,age_0_9,10
Cam porte1,05/10/2025 15:00:00,WOMEN,age_10_17,1
Cam porte1,05/10/2025 15:00:00,WOMEN,age_18_29,43
Cam porte1,05/10/2025 15:00:00,WOMEN,age_60_100,2
Cam porte1,05/10/2025 16:00:00,MEN,age_0_9,5
Cam porte1,05/10/2025 16:00:00,MEN,age_10_17,3
Cam porte1,05/10/2025 16:00:00,MEN,age_18_29,37
Cam porte1,05/10/2025 16:00:00,MEN,age_60_100,22
Cam porte1,05/10/2025 16:00:00,WOMEN,age_0_9,15
Cam porte1,05/10/2025 16:00:00,WOMEN,age_10_17,3
Cam porte1,05/10/2025 16:00:00,WOMEN,age_18_29,64
Cam porte1,05/10/2025 16:00:00,WOMEN,age_60_100,6
Cam porte1,05/10/2025 17:00:00,MEN,age_0_9,19
Cam porte1,05/10/2025 17:00:00,MEN,age_10_17,4
Cam porte1,05/10/2025 17:00:00,MEN,age_18_29,40
Cam porte1,05/10/2025 17:00:00,MEN,age_60_100,28
Cam porte1,05/10/2025 17:00:00,WOMEN,age_0_9,16
Cam porte1,05/10/2025 17:00:00,WOMEN,age_10_17,2
